标题,开发商,房子信息,发布信息,售价/万,单价
众安.蒲荷花苑 3室2厅 南,众安.蒲荷花苑 -城西,3室2厅 | 89平米 | 南 | 其他 | 低楼层(共14层)  | 暂无数据,5人关注 / 一年前发布,180,"20,225元/平"
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,金山华庭 -金东区,4室2厅 | 120平米 | 南 北 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 5个月以前发布,135,"11,250元/平"
此房 楼层好 视野开阔 ，小区环境自带人工湖,鸿泰豪苑 -金东区,6室3厅 | 199平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,21人关注 / 一年前发布,106,"5,327元/平"
高品质小区，有车位，绿化很好，住着舒服,横店绿城桂语江南一期 -横店,4室2厅 | 142平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,6人关注 / 一年前发布,155,"10,916元/平"
阳光香榭北门3间店面，现已出租,阳光香榭 -婺城新区,3室1厅 | 136.18平米 | 北 | 简装 | 低楼层(共1层)  | 板楼,0人关注 / 一年前发布,159.8,"11,735元/平"
此房地理位置好，沿江风景好，出入方便,南江壹号 -横店,1室1厅 | 62.83平米 | 南 | 精装 | 低楼层(共28层)  | 板楼,6人关注 / 一年前发布,65,"10,346元/平"
小区绿化好，人车分流，出行方便,南江壹号 -横店,1室1厅 | 47.25平米 | 南 | 精装 | 高楼层(共28层)  | 板楼,5人关注 / 一年前发布,50,"10,583元/平"
精装修，小面积，总价低，用完好出手，满二，急卖，,工人北路 -稠城,1室0厅 | 35.41平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,125,"35,301元/平"
配套设施好，购物方便，离网红街近,南江壹号 -横店,1室1厅 | 47.25平米 | 南 | 精装 | 高楼层(共28层)  | 板楼,9人关注 / 一年前发布,50,"10,583元/平"
两房朝南阳光好，有未上证附房一个,浙江油田金华小区 -秋滨工业区,2室1厅 | 59.95平米 | 南 | 简装 | 低楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,110,"18,349元/平"
万固西江月是一个全新的小区。3房2厅1厨2卫。次顶楼,万固西江月 -婺城新区,3室2厅 | 89.94平米 | 南 | 毛坯 | 高楼层(共13层)  | 暂无数据,1人关注 / 11个月以前发布,116,"12,898元/平"
金湖雅苑 大三房 可用面积多 好楼层,金湖雅苑 -湖海塘,3室2厅 | 111.13平米 | 南 | 毛坯 | 低楼层(共15层)  | 暂无数据,0人关注 / 一年前发布,195,"17,548元/平"
上坤碧桂园大都会 3室2厅 南 北,上坤碧桂园大都会 -未知商圈,3室2厅 | 89平米 | 南 北 | 毛坯 | 低楼层(共22层)  | 暂无数据,0人关注 / 一年前发布,173,"19,439元/平"
东阳轻轨口 上坤碧桂园大都会 89平 三室二厅,上坤碧桂园大都会 -未知商圈,3室2厅 | 89.3平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 暂无数据,0人关注 / 一年前发布,175,"19,597元/平"
楼层适中、格局方正、视野开阔、采光好,申华翡翠城 -金东区,3室2厅 | 103.43平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,155,"14,986元/平"
此房毛坯，可自由装修。。。。。。,阳光香榭 -婺城新区,3室2厅 | 185平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,8人关注 / 一年前发布,160,"8,649元/平"
西城映象 3室2厅 南,西城映象 -婺城新区,3室2厅 | 87.18平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,102,"11,700元/平"
翡翠城，三开间朝南户型，带车库，适中楼层，看房方便,申华翡翠城 -金东区,3室2厅 | 116平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,165,"14,225元/平"
南江易墅，东边套，大庭院，位置好,南江易墅 -横店,5室3厅 | 409.27平米 | 东南 | 毛坯 | 低楼层(共4层)  | 暂无数据,3人关注 / 一年前发布,428,"10,458元/平"
宝龙广场边，金满湖边。红星金典户型,红星金义天铂 -金义都市新区,2室2厅 | 105平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,140,"13,334元/平"
户型方正，洋房，花园式小区，业主诚心出售,风和苑 -金东区,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共11层)  | 板塔结合,8人关注 / 一年前发布,185,"20,787元/平"
明景园 3室2厅 南,明景园 -江北,3室2厅 | 139.94平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,260,"18,580元/平"
白沙春晓小区环境好，户型好，溪边空气好,白沙春晓 -婺城新区,3室2厅 | 105平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板塔结合,2人关注 / 一年前发布,136,"12,953元/平"
桂语江南，3室2厅，绿化好，人车分流，高品质小区,横店绿城桂语江南一期 -横店,3室2厅 | 105平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,136,"12,953元/平"
桂语江南，3室2厅，绿化好，人车分流，高品质小区,横店绿城桂语江南一期 -横店,3室2厅 | 105.14平米 | 南 | 毛坯 | 低楼层(共17层)  | 平房,5人关注 / 一年前发布,133,"12,650元/平"
玫瑰星城三室 品质小区 好户型 楼层高视野好,玫瑰星城 -横店,3室2厅 | 102平米 | 东南 西南 | 毛坯 | 高楼层(共16层)  | 板楼,2人关注 / 一年前发布,127,"12,451元/平"
品质好房墙裂推荐................,新城云昱 -金义都市新区,3室2厅 | 98平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,3人关注 / 8个月以前发布,116.2,"11,858元/平"
简装修，朝向好，看房可随时看，,富润家园 -金东区,3室1厅 | 83.5平米 | 东 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,132.8,"15,905元/平"
交通方便，妇幼保健院就在门口，,江南悦府 -江南,4室2厅 | 133平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,320,"24,061元/平"
次新小区同心阁，东边套，带车库，南北通，毛坯,现代同心阁 -金东区,3室2厅 | 130平米 | 南 北 | 毛坯 | 中楼层(共8层)  | 板楼,0人关注 / 一年前发布,192,"14,770元/平"
金尊华府清爽装修高楼层视野开阔诚意出售,海伦堡珺玥府 -金义都市新区,2室1厅 | 88平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 一年前发布,112,"12,728元/平"
金义都市新区 三居室 一线湖景房 看房方便,红星金义天铂 -金义都市新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,122,"13,708元/平"
耀江苑153平四房2厅2卫，户型好，带露台,耀江苑 -婺城新区,4室2厅 | 153平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,135.8,"8,876元/平"
晓郡一期中间楼层小面积电梯房刚需必备,融创晓郡花园一期 -金东区,3室2厅 | 88.89平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 一年前发布,190,"21,375元/平"
视野开阔，采光好，精装修拎包入住，格局好！,新都会 -江南,3室2厅 | 140.19平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,2人关注 / 一年前发布,288,"20,544元/平"
交通便利房子户型合理，商圈配套齐全，业主诚心售卖,东华家园北区 -金东区,3室2厅 | 129.14平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,0人关注 / 9个月以前发布,206,"15,952元/平"
颐景园小区自带人工湖环境优美三房两卫格局方正新小区,金义颐景园 -金义都市新区,3室2厅 | 97平米 | 南 | 其他 | 低楼层(共26层)  | 板楼,4人关注 / 一年前发布,114,"11,753元/平"
紫金湾D区  3-2-1-2 带车位 南北朝向,紫金湾D区 -金东区,3室2厅 | 89.63平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,240,"26,777元/平"
宾王中，稠城三，精装修，拎包入住，诚心出售看房方便,大都国际名苑 -稠城,1室1厅 | 79.16平米 | 南 北 | 精装 | 低楼层(共12层)  | 板塔结合,5人关注 / 一年前发布,303,"38,277元/平"
*大实用面积，三个阳台，景观楼层。,金报步阳华府 -金东区,3室2厅 | 113平米 | 南 北 | 其他 | 中楼层(共18层)  | 平房,3人关注 / 一年前发布,299,"26,461元/平"
南江名郡，次顶层，好位置，视野开阔,南江名郡 -横店,3室1厅 | 129.35平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,6人关注 / 7个月以前发布,127,"9,819元/平"
适合年轻小夫妻的温馨小窝，一眼湖景尽收眼底,聚佳鑫湖畔 -金东区,2室2厅 | 89平米 | 南 北 | 精装 | 低楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,120,"13,484元/平"
房子户型方正，楼层采光都好 业主诚心出售,红星金义天铂 -金义都市新区,3室2厅 | 96平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 5个月以前发布,120,"12,500元/平"
义乌城西 蒲荷花苑 少有带花园户型 A1户型 带车位,众安.蒲荷花苑 -城西,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共13层)  | 暂无数据,1人关注 / 一年前发布,238,"26,742元/平"
义乌城西蒲河花苑 A1户型，带一个大花园，有个车位,众安.蒲荷花苑 -城西,3室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共13层)  | 暂无数据,0人关注 / 一年前发布,238,"26,742元/平"
义乌诚西蒲河花苑 高楼层 A1户型诚心出售,众安.蒲荷花苑 -城西,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共14层)  | 暂无数据,1人关注 / 一年前发布,190,"21,349元/平"
上坤碧桂园大都会 4室2厅 南 北,上坤碧桂园大都会 -未知商圈,4室2厅 | 120平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,215,"17,917元/平"
龙庭一品风景优美，绿化好，居住的好选择。,龙庭一品 -金义都市新区,4室2厅 | 131平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 一年前发布,176,"13,436元/平"
南江名郡，环境优雅，中间楼层，,南江名郡 -横店,3室2厅 | 124.94平米 | 东南 | 毛坯 | 中楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,130,"10,405元/平"
兰桂院A区 4房 楼层好 采光好 配套设施齐全,兰桂院A区 -湖海塘,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,295,"20,630元/平"
华鼎公馆三室两厅中间楼层采光足,华鼎公馆 -婺城新区,3室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共21层)  | 板楼,4人关注 / 一年前发布,163.8,"12,600元/平"
急卖!急卖！视野开阔，交通便利！,鉆石軒 -江南,2室1厅 | 75.66平米 | 西南 | 精装 | 中楼层(共15层)  | 塔楼,8人关注 / 一年前发布,158,"20,883元/平"
东阳义乌交界处 满2 楼层好 房东诚心出售,紫荆庄园 -东阳市,2室2厅 | 96平米 | 西南 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 一年前发布,162,"16,875元/平"
中梁东阳府 封闭式小区  人车分流 包括车位,中梁东阳府 -东阳市,4室2厅 | 121平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 暂无数据,1人关注 / 一年前发布,218,"18,017元/平"
保集湖海塘庄园，公园边，带车位，湖景房,保集湖海塘庄园北区 -湖海塘,4室2厅 | 188平米 | 南 | 毛坯 | 低楼层(共31层)  | 塔楼,4人关注 / 一年前发布,785,"41,756元/平"
中梁东阳府 封闭式小区 人车分流,中梁东阳府 -东阳市,4室2厅 | 120.6平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,212,"17,579元/平"
步阳玺御府 江北新小区 人车分流,步阳禧御府 -东阳市,3室2厅 | 99平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,195,"19,697元/平"
本房为三室两厅的格局，房本面积109方平米,中梁东阳府 -东阳市,3室2厅 | 109平米 | 南 | 毛坯 | 低楼层(共25层)  | 暂无数据,1人关注 / 一年前发布,200,"18,349元/平"
富润家园，轻轨房，经典三房，视野开阔,富润家园 -金东区,3室2厅 | 116平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板楼,0人关注 / 10个月以前发布,160,"13,794元/平"
翡翠城轻轨三居，精装带车库，看房方便,申华翡翠城 -金东区,3室2厅 | 105.7平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 11个月以前发布,143,"13,529元/平"
此房是毛坯房，带车位，边套户型，视野佳，采光佳,万固西江月 -婺城新区,3室1厅 | 88.13平米 | 南 | 毛坯 | 中楼层(共13层)  | 板楼,0人关注 / 5个月以前发布,129,"14,638元/平"
中梁东阳府 新小区 封闭式 绿化好,中梁东阳府 -东阳市,4室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 暂无数据,1人关注 / 一年前发布,222,"18,500元/平"
白云艺墅 2室2厅 南 北,白云艺墅 -东阳市,2室2厅 | 60平米 | 南 北 | 毛坯 | 中楼层(共29层)  | 暂无数据,14人关注 / 一年前发布,89,"14,834元/平"
远疆天域 78平 毛坯 低楼层 二室二厅,远疆天域 -东阳市,2室2厅 | 78平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,7人关注 / 一年前发布,73,"9,359元/平"
紫荆庄园 106平 毛坯  二室二厅 带大露台,紫荆庄园 -东阳市,2室2厅 | 106平米 | 东南 | 毛坯 | 低楼层(共29层)  | 暂无数据,6人关注 / 一年前发布,140,"13,208元/平"
都景蝶园小区，小区环境优美，交通便利,都景蝶园 -金东区,3室2厅 | 89平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 4个月以前发布,120,"13,484元/平"
新城云昱89平好楼层采光棒棒的,新城云昱 -金义都市新区,3室1厅 | 97平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,120,"12,372元/平"
东边套，带车位，高楼层，满2年，学可上,新城吾悦广场 -江东,3室2厅 | 135平米 | 南 | 毛坯 | 高楼层(共39层)  | 板楼,4人关注 / 一年前发布,512,"37,926元/平"
位置好到形容不来。房东诚心。随时看房。少有的洋房,海伦堡珺玥府 -金义都市新区,3室2厅 | 130.52平米 | 东南 | 毛坯 | 中楼层(共8层)  | 暂无数据,6人关注 / 一年前发布,155.6,"11,922元/平"
新城云昱小区环境好适合居住交通出行方便,新城云昱 -金义都市新区,3室1厅 | 96平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,126,"13,125元/平"
中天·澜园小区 3室2厅 南,中天·澜园小区 -金东区,3室2厅 | 87平米 | 南 | 毛坯 | 中楼层(共14层)  | 暂无数据,0人关注 / 8个月以前发布,128,"14,713元/平"
东义交界处 西边套 96平 2室2厅 精装修,紫荆庄园 -东阳市,2室2厅 | 96平米 | 东南 | 精装 | 中楼层(共29层)  | 板楼,2人关注 / 一年前发布,128,"13,334元/平"
格局方正，楼层高，采光好，视野宽阔，小区好,金报步阳华府 -金东区,3室2厅 | 86.8平米 | 南 | 精装 | 低楼层(共17层)  | 暂无数据,0人关注 / 5个月以前发布,239,"27,535元/平"
户型方正，花园式小区，业主诚心出售,风和苑 -金东区,3室1厅 | 117平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,3人关注 / 一年前发布,268,"22,906元/平"
中天云庭小区品质小区采光充足绿化好,中天·云庭小区 -金东区,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,172,"13,651元/平"
中天云庭小区品质小区采光充足绿化好,中天·云庭小区 -金东区,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,172,"13,651元/平"
新城云昱毛坯户型好房东诚心出售,新城云昱 -金义都市新区,4室2厅 | 113平米 | 东南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,137,"12,124元/平"
纯边套房子户型方正，楼层采光都好 业主诚心出售,都市豪园 -金义都市新区,4室2厅 | 115平米 | 南 | 其他 | 高楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,136,"11,827元/平"
都市豪园空中花园电梯房入住率高适合居住,都市豪园 -金义都市新区,3室2厅 | 116平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,0人关注 / 2个月以前发布,158,"13,621元/平"
鑫湖畔，边套89平3房，湖景，随时看房，有钥匙。,聚佳鑫湖畔 -金东区,3室2厅 | 88平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,0人关注 / 4个月以前发布,125,"14,205元/平"
金义新区复式楼层98平上下两层,都市豪园 -金义都市新区,3室2厅 | 98平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,123,"12,552元/平"
金色港湾小区环境好适合居住交通出行方便,金色港湾(金东区) -金义都市新区,3室2厅 | 137平米 | 南 | 毛坯 | 高楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,149,"10,876元/平"
都市豪园小区适合居住环境好购物出行方便精装修,都市豪园 -金义都市新区,3室2厅 | 97.59平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 5个月以前发布,149.5,"15,320元/平"
龙庭一品 4室1厅 南,龙庭一品 -金义都市新区,4室1厅 | 122平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,165,"13,525元/平"
无疆天域 封闭小区 人车分流 轻轨边 地理位置好,远疆天域 -东阳市,2室2厅 | 77.72平米 | 南 北 | 其他 | 低楼层(共32层)  | 暂无数据,4人关注 / 一年前发布,75,"9,651元/平"
高楼层湖景房小区环境好配套设施齐全,红星金义天铂 -金义都市新区,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,130,"14,607元/平"
小区是苏州园林设计风格，自带风景，环境好，户型好,金义颐景园 -金义都市新区,3室2厅 | 110平米 | 南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 6个月以前发布,113,"10,273元/平"
君华水岸户型方正 3房2卫 满塘湖边 环境优美,君华水岸 -金义都市新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,122,"13,708元/平"
金义红星天铂小区环境好居住环境好出行方便,红星金义天铂 -金义都市新区,2室2厅 | 105平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,135,"12,858元/平"
四海铭门傅村高档小区户型好生活便利,四海铭门 -金义都市新区,3室2厅 | 94平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,153,"16,277元/平"
金山华庭环境优美，户型好，适合居住,金山华庭 -金东区,3室2厅 | 80平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,1人关注 / 5个月以前发布,96,"12,000元/平"
金色港湾小区购物交通出行方便满两年,金色港湾(金东区) -金义都市新区,2室2厅 | 97平米 | 南 | 毛坯 | 中楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,122,"12,578元/平"
都市豪园小区环境好交通出行购物方便,都市豪园 -金义都市新区,4室2厅 | 104.65平米 | 南 | 毛坯 | 中楼层(共14层)  | 板塔结合,0人关注 / 一年前发布,130,"12,423元/平"
海伦堡小区环境带位带装修满两年,海伦堡珺玥府 -金义都市新区,2室2厅 | 86平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,110,"12,791元/平"
盛世珑城电梯房，楼层好，采光好，户型正，精装修  。,盛世珑城 -江北,3室2厅 | 89平米 | 南 北 | 精装 | 高楼层(共14层)  | 板楼,2人关注 / 一年前发布,238,"26,742元/平"
金义红星天铂小区，小区环境优美，交通便利,红星金义天铂 -金义都市新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,109.8,"12,338元/平"
新城云昱小区环境好适合居住交通出行方便带车位满两年,新城云昱 -金义都市新区,3室2厅 | 96平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,1人关注 / 2个月以前发布,113,"11,771元/平"
南屏佳园，大面积，低总价，3房适合一个温馨的小家,南屏佳园 -江南,3室2厅 | 128.76平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,43人关注 / 一年前发布,175,"13,592元/平"
金义颐景园小区，小区环境优美，交通方便,金义颐景园 -金义都市新区,3室2厅 | 97平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 7个月以前发布,128,"13,196元/平"
好房子带价值6万的车位，买来安家金义,红星金义天铂 -金义都市新区,3室2厅 | 89平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,119.8,"13,461元/平"
毛坯房  小区内部环境优美 有BRT1号线，交通便利。,保集海塘府 -湖海塘,4室2厅 | 140平米 | 南 | 简装 | 低楼层(共17层)  | 塔楼,1人关注 / 一年前发布,438,"31,286元/平"
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,君华水岸 -金义都市新区,3室2厅 | 89.47平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 9个月以前发布,108,"12,072元/平"
金色港湾高楼层边套137平170万价格可谈,金色港湾(金东区) -金义都市新区,3室2厅 | 137平米 | 南 北 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,160,"11,679元/平"
蒲荷花苑 A1户型 中间楼层 诚心出售,众安.蒲荷花苑 -城西,3室2厅 | 89.36平米 | 南 | 毛坯 | 低楼层(共14层)  | 暂无数据,8人关注 / 一年前发布,175,"19,584元/平"
湖海塘板块  交通便利   百变毛坯 采光好,紫悦花园 -湖海塘,3室2厅 | 109平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,1人关注 / 11个月以前发布,207,"18,991元/平"
好房子带价值6万的车位，买来安家金义,红星金义天铂 -金义都市新区,3室2厅 | 89平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 3个月以前发布,119.8,"13,461元/平"
金色港湾高楼层边套137平170万价格可谈,金色港湾(金东区) -金义都市新区,3室2厅 | 137平米 | 南 北 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 一年前发布,160,"11,679元/平"
品质好房 墙裂推荐........,都市豪园 -金义都市新区,3室2厅 | 105.88平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板塔结合,1人关注 / 9个月以前发布,125,"11,806元/平"
君华水岸  三房两厅两卫  品质好房,君华水岸 -金义都市新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,105,"11,798元/平"
万达SOHO公寓 2室1厅 南 北,万达SOHO公寓 -稠江,2室1厅 | 62平米 | 南 北 | 精装 | 低楼层(共35层)  | 暂无数据,37人关注 / 一年前发布,88,"14,194元/平"
万固东方樾小区适合居住环境好带车位,万固·东方樾 -金东区,4室1厅 | 126平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 5个月以前发布,150,"11,905元/平"
中天三期126平，四室，诚心出售185万可小刀,中天·澜园小区 -金东区,4室2厅 | 125.52平米 | 南 | 简装 | 中楼层(共15层)  | 暂无数据,0人关注 / 一年前发布,180,"14,341元/平"
新城云昱小区环境好适合居住精装修带车位满两年省税,新城云昱 -金义都市新区,3室1厅 | 96平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,139.8,"14,563元/平"
新城云昱  好户型  小区环境好  高楼层景观房,新城云昱 -金义都市新区,3室2厅 | 112.9平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,140,"12,401元/平"
西城映象三房带附房毛坯可自由装修,西城映象 -婺城新区,3室2厅 | 88.69平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,6人关注 / 一年前发布,78,"8,795元/平"
此房精装修交付， 小区新，环境佳，户型设计合理,意谐缤虹星城 -婺城新区,3室2厅 | 87.08平米 | 南 | 精装 | 低楼层(共28层)  | 暂无数据,13人关注 / 一年前发布,110,"12,633元/平"
缤虹星城三房西边套，户型好，精装拎包入住,意谐缤虹星城 -婺城新区,3室2厅 | 89平米 | 南 | 精装 | 高楼层(共28层)  | 暂无数据,0人关注 / 一年前发布,120,"13,484元/平"
星河湾.五室两厅一厨两卫，小区绿化高，采光充足,星河湾 -婺城新区,5室2厅 | 173平米 | 南 | 毛坯 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,150,"8,671元/平"
红星金义天铂 3室2厅 南,红星金义天铂 -金义都市新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 7个月以前发布,110,"12,360元/平"
香堤意墅89平精装修3房走走路去金义新区轻轨站就可以,香堤意墅 -金东区,3室2厅 | 84平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 5个月以前发布,100,"11,905元/平"
都景电梯89平三房两卫精装满二,都景蝶园 -金东区,3室2厅 | 89平米 | 南 北 | 精装 | 低楼层(共16层)  | 塔楼,0人关注 / 1个月以前发布,115,"12,922元/平"
香缇意墅小区，小区环境优美，交通便利,香堤意墅 -金东区,3室2厅 | 101平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 7个月以前发布,110,"10,892元/平"
香缇意墅小区次新小区环境好出行交通便利带车位,香堤意墅 -金东区,4室2厅 | 146平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,165,"11,302元/平"
金地融信阅江府 改善户型毛坯 采光好,金地融信悦江府 -金东区,4室2厅 | 138平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,366.8,"26,580元/平"
中天公元诚品 3室2厅 东南,中天公元诚品 -金东区,3室2厅 | 89平米 | 东南 | 毛坯 | 低楼层(共16层)  | 暂无数据,0人关注 / 6个月以前发布,130,"14,607元/平"
园林风格设计，时尚风，是你喜欢的房子,金义颐景园 -金义都市新区,3室2厅 | 126平米 | 南 | 其他 | 低楼层(共20层)  | 板楼,0人关注 / 一年前发布,150,"11,905元/平"
绿城玫瑰园·高品质 高档小区 小区配套齐全,浙铁绿城玫瑰园 -稠江,3室1厅 | 117.12平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,3人关注 / 一年前发布,439,"37,483元/平"
采光充足 配套设施齐全 使用面积大 金义红盘,都市豪园 -金义都市新区,3室2厅 | 116平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 10个月以前发布,145,"12,500元/平"
西江雅苑 125²四房毛坯四叶草户型,金地中梁西江雅苑 -稠江,4室1厅 | 125平米 | 南 | 毛坯 | 低楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,375,"30,000元/平"
此房格局好，户型方正，旁边配套设施齐全，环境好,永康国宾府 -永康市,3室2厅 | 206平米 | 南 北 | 其他 | 低楼层(共10层)  | 暂无数据,10人关注 / 一年前发布,358,"17,379元/平"
上坤碧桂园大都会 3室2厅 南 北,上坤碧桂园大都会 -未知商圈,3室2厅 | 121平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 暂无数据,1人关注 / 一年前发布,190,"15,703元/平"
房东自住精装 家具家电都是品牌 带车位,碧桂园德信·君宸府 -武义县,3室1厅 | 87平米 | 南 | 精装 | 高楼层(共17层)  | 暂无数据,3人关注 / 6个月以前发布,150,"17,242元/平"
上坤碧桂园大都会 3室2厅 南 北,上坤碧桂园大都会 -未知商圈,3室2厅 | 121平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 暂无数据,0人关注 / 一年前发布,240,"19,835元/平"
