标题,开发商,房子信息,发布信息,售价/万,单价
满五唯一 舒适大两房 双阳台 精装 拎包住 环境优美,中华坊 -老城,2室2厅 | 86.48平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,83,"9,598元/平"
海口老城镇福隆丽水湾精装修两室,福隆·丽水湾 -老城,2室2厅 | 85.6平米 | 南 | 其他 | 中楼层(共25层)  | 板塔结合,4人关注 / 10个月以前发布,93,"10,865元/平"
澄迈老城 北外旁 碧海金珠精装两房,碧海·金珠花园 -老城,2室1厅 | 87.3平米 | 南 | 其他 | 低楼层(共24层)  | 板塔结合,0人关注 / 2个月以前发布,125,"14,319元/平"
海口后花园-盈滨半岛-天赐上湾,天赐上湾 -老城,2室2厅 | 78平米 | 南 西南 | 其他 | 中楼层(共18层)  | 板塔结合,3人关注 / 7个月以前发布,95,"12,180元/平"
学府花苑 2室2厅 南,学府花苑 -老城,2室2厅 | 93平米 | 南 | 精装 | 中楼层(共13层)  | 板塔结合,0人关注 / 1个月以前发布,82,"8,818元/平"
四季康城四期两房，装修未住过，高层出售,四季康城四期水岸城邦 -老城,2室1厅 | 65平米 | 西 北 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 5个月以前发布,82,"12,616元/平"
此房金手指高尔夫温泉小镇 满五唯一  视线好 南北通透,金手指高尔夫温泉小镇 -老城,3室1厅 | 96.6平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,86,"8,903元/平"
福隆丽水湾2期 2室2厅 南,福隆丽水湾2期 -老城,2室2厅 | 78.45平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,90,"11,473元/平"
小区环境绿化好，楼栋位置好，全明格局户型方正,恒大御景湾 -老城,2室2厅 | 90平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 10个月以前发布,115,"12,778元/平"
房子南北通透，小区内游泳池就在楼下，市场出门就有,工大嘉园 -老城,3室2厅 | 91.6平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,6人关注 / 一年前发布,102,"11,136元/平"
海药集团-海地春天毛坯房两房出售  高层无遮挡,海地春天 -老城,2室2厅 | 77平米 | 南 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 4个月以前发布,82,"10,650元/平"
房子满五唯一 南北通透 楼层位置好 视野开阔,四季康城三期荣和新城 -老城,3室2厅 | 95平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,120,"12,632元/平"
澄迈老城 长寿之乡 四季康城 小两房 满五唯一,四季康城诗健苑 -老城,2室2厅 | 79.74平米 | 北 | 精装 | 高楼层(共14层)  | 板塔结合,1人关注 / 1个月以前发布,80,"10,033元/平"
此房南北通透 大四房 一梯两户 价格便宜 南海大道旁,丽海阳光 -老城,4室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共9层)  | 板塔结合,1人关注 / 1个月以前发布,90,"6,429元/平"
融创美伦熙语 2室2厅 南,融创美伦熙语 -老城,2室2厅 | 80.05平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,2人关注 / 1个月以前发布,90,"11,243元/平"
中华坊：好楼层，精装修家具家电齐全。,中华坊 -老城,2室1厅 | 72平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,9人关注 / 11个月以前发布,76,"10,556元/平"
丽水湾二期 花园小区  钥匙在手 业主诚心出售,福隆丽水湾2期 -老城,2室2厅 | 69.74平米 | 东南 | 其他 | 高楼层(共31层)  | 板塔结合,13人关注 / 11个月以前发布,75,"10,755元/平"
楼栋位置好，视野广，小区环境绿化好。,恒大御景湾 -老城,3室2厅 | 100.34平米 | 南 北 | 简装 | 中楼层(共33层)  | 暂无数据,1人关注 / 6个月以前发布,104,"10,365元/平"
南海阳光 3室2厅 南 北,南海阳光 -老城,3室2厅 | 95平米 | 南 北 | 其他 | 中楼层(共22层)  | 板塔结合,0人关注 / 1个月以前发布,108,"11,369元/平"
此房满二  小区环境佳  有一个100左右的大花园。,攬月灣 -福山,3室2厅 | 130.51平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,3人关注 / 10个月以前发布,145,"11,111元/平"
老城成熟小区  四季康城二期 配套成熟,尚域世家 -老城,2室2厅 | 89.06平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,110,"12,352元/平"
澄迈长寿之乡四季康城毛坯两房，生活出行便利。,四季康城三期荣和新城 -老城,2室2厅 | 80.69平米 | 东南 南 西南 | 毛坯 | 高楼层(共18层)  | 板楼,8人关注 / 10个月以前发布,81,"10,039元/平"
澄迈老城镇 碧海·金珠花园，130平大三房，中间楼层,碧海·金珠花园 -老城,3室1厅 | 130平米 | 南 | 毛坯 | 低楼层(共24层)  | 板塔结合,11人关注 / 一年前发布,169,"13,000元/平"
南北通透 双阳台 楼间距宽 楼栋位置好 小区环境好,南海之滨 -老城,3室2厅 | 130平米 | 南 北 | 简装 | 中楼层(共28层)  | 板楼,10人关注 / 一年前发布,153,"11,770元/平"
此房户型方正，南北通透，采光充足,熙岸高尔夫公寓 -老城,3室2厅 | 120.5平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,11人关注 / 10个月以前发布,90,"7,469元/平"
恒大御景湾高层无遮挡南北通透三房出售,恒大御景湾 -老城,3室2厅 | 109平米 | 南 北 | 简装 | 高楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,113,"10,367元/平"
大型小区 配套齐全 环境幽美 适宜老中青三代人居住,天赐上湾 -老城,2室2厅 | 76.63平米 | 西南 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 3个月以前发布,80,"10,440元/平"
盈滨海岸  朝阳中层   位置佳,盈滨海岸 -老城,2室2厅 | 87.04平米 | 东 | 毛坯 | 中楼层(共18层)  | 塔楼,8人关注 / 一年前发布,80,"9,192元/平"
碧海·金珠花园 3室2厅 南,碧海·金珠花园 -老城,3室2厅 | 87平米 | 南 | 其他 | 中楼层(共24层)  | 板塔结合,2人关注 / 8个月以前发布,120,"13,794元/平"
福隆·丽水湾 2室2厅 东北,福隆·丽水湾 -老城,2室2厅 | 87.7平米 | 东北 | 精装 | 中楼层(共18层)  | 板塔结合,3人关注 / 10个月以前发布,105,"11,973元/平"
生态软件园青年公寓配套齐全业主急售,海南软件园青年公寓 -老城,2室1厅 | 69平米 | 南 | 其他 | 高楼层(共25层)  | 塔楼,1人关注 / 4个月以前发布,65,"9,421元/平"
碧海·金珠花园 3室2厅 南 北,碧海·金珠花园 -老城,3室2厅 | 123.54平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,1人关注 / 1个月以前发布,165,"13,356元/平"
此房高楼层，视线辽阔 没有遮挡,鲁能海蓝福源 -老城,3室2厅 | 116.69平米 | 北 | 其他 | 中楼层(共30层)  | 板塔结合,1人关注 / 1个月以前发布,124,"10,627元/平"
隆德清泉上城 2室2厅 南,隆德清泉上城 -老城,2室2厅 | 76.39平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,1人关注 / 3个月以前发布,89.5,"11,717元/平"
银海天诚 1室2厅 北,银海天诚 -老城,1室2厅 | 65.89平米 | 北 | 其他 | 高楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,70,"10,624元/平"
东汇•森语林 2室2厅 南,东汇•森语林 -老城,2室2厅 | 73.31平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,70,"9,549元/平"
恒大御景湾 43.61平 复式楼 买一次享一层 绿化好,恒大御景湾 -老城,2室2厅 | 43.61平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合,15人关注 / 一年前发布,63,"14,447元/平"
此房半岛壹号   精装修     可看内海,半岛壹号 -老城,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,5人关注 / 一年前发布,150,"13,275元/平"
南海之滨 2室1厅 南,南海之滨 -老城,2室1厅 | 70平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,90,"12,858元/平"
户型方正，带露台，精装修，位置好,金手指高尔夫温泉小镇 -老城,1室1厅 | 66.15平米 | 西北 | 精装 | 低楼层(共7层)  | 板塔结合,3人关注 / 8个月以前发布,62,"9,373元/平"
海南生态软件园，正规一房一厅，南北通透，视野好,大同南海馨居 -老城,1室2厅 | 48.56平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,8人关注 / 一年前发布,48,"9,885元/平"
南北通透，物业好门口就是南海大道,工大嘉园 -老城,3室2厅 | 90平米 | 北 南 | 精装 | 高楼层(共16层)  | 暂无数据,13人关注 / 7个月以前发布,108,"12,000元/平"
四季康城品质社区 两房两卫 采光充足 交通便利,四季康城诗健苑 -老城,2室2厅 | 80平米 | 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,104,"13,000元/平"
南北通透，毛坯交付可按自己喜好随意搭配,丽海阳光 -老城,2室2厅 | 155.78平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,1人关注 / 6个月以前发布,108,"6,933元/平"
此房满五唯一，采光良好，南北通透户型。,熙岸高尔夫公寓 -老城,2室2厅 | 82平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,2人关注 / 5个月以前发布,65,"7,927元/平"
南北通透 方正两房 高楼层，前方无遮挡 采光好,新香缇假日 -老城,2室2厅 | 70.52平米 | 南 北 | 精装 | 高楼层(共11层)  | 塔楼,73人关注 / 一年前发布,60,"8,509元/平"
小区绿化环境好，各项配套设施比较完善，游泳池，温泉,天赐上湾 -老城,2室2厅 | 76.63平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 5个月以前发布,82,"10,701元/平"
高楼层可看海，采光充足、南北通透、户型方正,四季康城四期水岸城邦 -老城,3室2厅 | 107.8平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,9人关注 / 10个月以前发布,128,"11,874元/平"
熙岸高尔夫公寓 2室2厅 南,熙岸高尔夫公寓 -老城,2室2厅 | 85平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,1人关注 / 3个月以前发布,62,"7,295元/平"
南北通透 ，楼层好，视野开阔，户型方正 板楼,鲁能海蓝福源 -老城,3室2厅 | 98平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,2人关注 / 6个月以前发布,100,"10,205元/平"
澄迈老城新香缇假日两房南北通透采光很好,新香缇假日 -老城,2室1厅 | 73平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,57,"7,809元/平"
熙岸高尔夫公寓 2室2厅 南 北,熙岸高尔夫公寓 -老城,2室2厅 | 85平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,1人关注 / 1个月以前发布,62,"7,295元/平"
福隆丽水湾2期两房空房没人住过,福隆丽水湾2期 -老城,2室2厅 | 70平米 | 东北 | 精装 | 低楼层(共31层)  | 塔楼,3人关注 / 7个月以前发布,77,"11,000元/平"
户型方正，高楼层，采光好，精装修,鲁能海蓝福源 -老城,2室2厅 | 75平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,5人关注 / 7个月以前发布,79,"10,534元/平"
天赐上湾 2室2厅 南,天赐上湾 -老城,2室2厅 | 78平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 10个月以前发布,89.99,"11,538元/平"
熙岸高尔夫公寓 2室2厅 西南,熙岸高尔夫公寓 -老城,2室2厅 | 84.82平米 | 西南 | 其他 | 中楼层(共11层)  | 板塔结合,6人关注 / 一年前发布,67,"7,900元/平"
48000㎡欧洲大园林，楼间距宽，有温泉泡池。,景园悦海湾 -老城,3室2厅 | 99.11平米 | 南 北 | 其他 | 低楼层(共23层)  | 塔楼,1人关注 / 4个月以前发布,99,"9,989元/平"
此房满二 小区环境优美  长寿之乡 精装大三房。,恒大御景湾 -老城,3室2厅 | 108.92平米 | 北 | 精装 | 高楼层(共33层)  | 塔楼,3人关注 / 11个月以前发布,110,"10,100元/平"
亚泰温泉海岸 1室0厅 西,亚泰温泉海岸 -老城,1室0厅 | 52.42平米 | 西 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 14天以前发布,50,"9,539元/平"
海口西精装小户型，拎包入住，省心省力,冠永凤凰城A区 -老城,1室0厅 | 48平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,0人关注 / 15天以前发布,53,"11,042元/平"
通风好，小区环境优美，配套齐全,恒大御景湾 -老城,1室0厅 | 51.44平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,56,"10,887元/平"
中式风情86平米精装婚房品质院落,中华坊 -老城,2室2厅 | 86.38平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 11个月以前发布,96,"11,114元/平"
此房朝南，采光效果好，，低楼层，小区环境品质好。,四季康城诗健苑 -老城,2室2厅 | 79.49平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,90,"11,323元/平"
海地春天 精品楼层 采光好 通风好 无遮挡,海地春天 -老城,2室2厅 | 88.35平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 塔楼,0人关注 / 一年前发布,105,"11,885元/平"
满五唯一 生态软件园旁 繁华地段 交通便捷,四季康城四期水岸城邦 -老城,1室1厅 | 58.79平米 | 北 | 精装 | 低楼层(共21层)  | 板塔结合,0人关注 / 5个月以前发布,65,"11,057元/平"
一室精装修，大开间，采光好，价格,丽海阳光 -老城,1室0厅 | 40.56平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,35,"8,630元/平"
澄迈老城 北外旁 碧海金珠87平精装两房满五唯一,碧海·金珠花园 -老城,2室1厅 | 87.36平米 | 南 | 简装 | 低楼层(共24层)  | 板塔结合,3人关注 / 4个月以前发布,125,"14,309元/平"
朝南的两房 拓展面积多 满五唯一 诚意出售,玉海金华 -老城,2室1厅 | 61.39平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,90,"14,661元/平"
此房在澄迈老城镇，满五唯一 精装，户型方正，,中华坊 -老城,1室1厅 | 61.79平米 | 北 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 10个月以前发布,75,"12,138元/平"
老城成熟小区  一房户型  配套成熟,冠永凤凰城A区 -老城,1室1厅 | 63平米 | 南 | 精装 | 低楼层(共15层)  | 板塔结合,0人关注 / 4个月以前发布,65,"10,318元/平"
恒大御景湾好房源真诚出售基本没住,恒大御景湾 -老城,3室2厅 | 92平米 | 东南 东北 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,108,"11,740元/平"
恒大御景湾 1室1厅 南,恒大御景湾 -老城,1室1厅 | 48.87平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,54,"11,050元/平"
成熟小区，采光好，满五唯一，，，，，，，，，,冠永凤凰城A区 -老城,2室2厅 | 64.31平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,0人关注 / 4个月以前发布,67,"10,419元/平"
四季康城二期满五唯一毛坯大三房。,尚域世家 -老城,4室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,165,"11,957元/平"
小面积户型，高楼层，采光好......,天赐上湾 -老城,1室1厅 | 55.93平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,59,"10,549元/平"
远洋观海，一线海景房，景观好。,远洋观海 -老城,3室2厅 | 118平米 | 北 | 其他 | 中楼层(共21层)  | 板塔结合,8人关注 / 一年前发布,300,"25,424元/平"
天赐上湾 4室2厅 东南,天赐上湾 -老城,4室2厅 | 164平米 | 东南 | 精装 | 高楼层(共5层)  | 板塔结合,11人关注 / 一年前发布,159,"9,696元/平"
朝南户型，小区的中间楼栋，业主诚意出售看房联系,海湾雨林 -老城,2室2厅 | 79.51平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,90,"11,320元/平"
此房满二不满五，多套，毛坯房，小区有温泉和泳池。,尚域世家 -老城,4室2厅 | 138平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,5人关注 / 7个月以前发布,145,"10,508元/平"
澄迈老城香缇假日36平方跃层出售,香缇假日 -老城,1室2厅 | 36平米 | 北 | 简装 | 低楼层(共13层)  | 板塔结合,0人关注 / 4个月以前发布,35,"9,723元/平"
精装小户型，全新装修，户型方正，采光好·,后海银帆 -老城,1室1厅 | 53.06平米 | 南 | 精装 | 低楼层(共15层)  | 板塔结合,0人关注 / 2个月以前发布,55,"10,366元/平"
海口后花园盈滨海岸1室2厅出售,盈滨海岸 -老城,1室2厅 | 61平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,73,"11,968元/平"
四季康城二期、满五唯一、南北通透,尚域世家 -老城,3室2厅 | 90平米 | 北 南 | 毛坯 | 低楼层(共15层)  | 板塔结合,7人关注 / 6个月以前发布,105,"11,667元/平"
满五唯一 环境优美 交通便利 楼层好,海湾雨林 -老城,1室1厅 | 64平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,2人关注 / 7个月以前发布,79,"12,344元/平"
中式建筑，标椎一房，采光好，适合居住,中华坊 -老城,1室1厅 | 60平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,75,"12,500元/平"
金手指高尔夫温泉小镇 1室1厅 东北,金手指高尔夫温泉小镇 -老城,1室1厅 | 40平米 | 东北 | 其他 | 高楼层(共9层)  | 板塔结合,0人关注 / 30天以前发布,36,"9,000元/平"
长寿之乡两房  店长推荐   急售 急售,鲁能海蓝福源 -老城,2室2厅 | 90.16平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,105,"11,646元/平"
中式园林社区 配套齐全地处位置较好,中华坊 -老城,2室1厅 | 85.37平米 | 北 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 8个月以前发布,94,"11,011元/平"
长寿之乡，软件园片区，小两房，出行方便。,海南软件园青年公寓 -老城,2室2厅 | 79.42平米 | 南 | 毛坯 | 中楼层(共25层)  | 板塔结合,0人关注 / 2个月以前发布,73,"9,192元/平"
盈滨半岛旅游度假区 两房  小区有天然温泉,天赐上湾 -老城,2室2厅 | 82平米 | 西北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 8个月以前发布,102,"12,440元/平"
碧海·金珠花园 3室2厅 北,碧海·金珠花园 -老城,3室2厅 | 91平米 | 北 | 精装 | 低楼层(共24层)  | 板塔结合,2人关注 / 4个月以前发布,142,"15,605元/平"
长寿之乡椰城小镇，买房必看此房,冠永凤凰城A区 -老城,1室2厅 | 63平米 | 北 | 其他 | 低楼层(共16层)  | 板塔结合,1人关注 / 一年前发布,72,"11,429元/平"
华西·芙蓉海 2室2厅 东 西,华西·芙蓉海 -老城,2室2厅 | 75平米 | 东 西 | 精装 | 高楼层(共17层)  | 板塔结合,11人关注 / 5个月以前发布,56,"7,467元/平"
老城 软件园 北外旁 中华坊 满五唯一 精装修两房,中华坊 -老城,2室2厅 | 86.3平米 | 南 北 | 精装 | 低楼层(共15层)  | 塔楼,4人关注 / 7个月以前发布,95,"11,009元/平"
老城高品质小区 生活配套齐全 公园里的家,碧海·金珠花园 -老城,2室2厅 | 84平米 | 南 | 其他 | 中楼层(共24层)  | 板塔结合,1人关注 / 3个月以前发布,120,"14,286元/平"
生态软件园 步行街 89平2+1房,盈滨绿生花园 -老城,2室1厅 | 89平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,90,"10,113元/平"
户型方正，南北通透，装修很高档,椰海温泉嘉苑 -老城,2室2厅 | 86平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 4个月以前发布,128,"14,884元/平"
天赐上湾 2室2厅 南,天赐上湾 -老城,2室2厅 | 86.27平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,103.5,"11,998元/平"
恒大御景湾小区环境绿化好，位置好，全明格局户型方。,恒大御景湾 -老城,2室2厅 | 80.89平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 8个月以前发布,96,"11,868元/平"
南海之滨     精装修   楼层好  位置佳,南海之滨 -老城,2室2厅 | 90.07平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,1人关注 / 一年前发布,108,"11,991元/平"
老城四季康城三期荣和新城，装修三室，阳台朝南,四季康城三期荣和新城 -老城,3室2厅 | 80平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,15人关注 / 4个月以前发布,88,"11,000元/平"
世界长寿之乡-澄迈老城，四季康城,尚域世家 -老城,3室2厅 | 109平米 | 西南 东北 | 精装 | 中楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,132,"12,111元/平"
盈滨半岛度假区内康养社区两房出售,天赐上湾 -老城,2室2厅 | 83平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,90,"10,844元/平"
海航幸福家园小区 2室2厅 东,海航幸福家园小区 -老城,2室2厅 | 85.23平米 | 东 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,80,"9,387元/平"
恒大御景湾  业主包税   正规三房,恒大御景湾 -老城,3室2厅 | 109.5平米 | 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,123,"11,233元/平"
御泉名都 2室2厅 东,御泉名都 -老城,2室2厅 | 83.48平米 | 东 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 3个月以前发布,76.5,"9,164元/平"
精致户型方正人性设计的二房适合在软件园上班的年青人,椰海温泉嘉苑 -老城,2室2厅 | 72.11平米 | 北 | 简装 | 低楼层(共16层)  | 板塔结合,5人关注 / 7个月以前发布,80,"11,095元/平"
冠永A区  满五唯一  两房改三房,冠永凤凰城A区 -老城,2室2厅 | 120.38平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 3个月以前发布,130,"10,800元/平"
金手指高尔夫温泉小镇 2室1厅 南,金手指高尔夫温泉小镇 -老城,2室1厅 | 68平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,62,"9,118元/平"
成熟小区，满五唯一 采光好 78平两房,冠永凤凰城A区 -老城,2室1厅 | 78平米 | 东南 | 毛坯 | 中楼层(共16层)  | 板塔结合,0人关注 / 1个月以前发布,88,"11,283元/平"
海航幸福家园小区 2室2厅 东,海航幸福家园小区 -老城,2室2厅 | 85.23平米 | 东 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,80,"9,387元/平"
精装大两房，拎包入住，户型方正，视野好,恒大御景湾 -老城,2室2厅 | 91.86平米 | 西南 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,108,"11,758元/平"
盈滨海岸-B1一单元806室院内环境好,盈滨海岸 -老城,2室2厅 | 87平米 | 西 南 东 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 8个月以前发布,116,"13,334元/平"
四季康城三期荣和新城 3室2厅 南,四季康城三期荣和新城 -老城,3室2厅 | 89.9平米 | 南 | 毛坯 | 中楼层(共12层)  | 板楼,8人关注 / 4个月以前发布,100,"11,124元/平"
澄江广场  繁华地段  单价低,澄江广场 -老城,3室2厅 | 139.16平米 | 北 | 毛坯 | 中楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,133,"9,558元/平"
花园式小区碧海金珠花园三房精装修,碧海·金珠花园 -老城,3室2厅 | 92.54平米 | 南 北 | 简装 | 中楼层(共24层)  | 板塔结合,0人关注 / 2个月以前发布,140,"15,129元/平"
"老城繁华地段,高楼层毛坯大三房",澄江广场 -老城,3室2厅 | 138平米 | 东 西南 | 毛坯 | 高楼层(共24层)  | 板塔结合,0人关注 / 8个月以前发布,138,"10,000元/平"
海南软件园青年公寓 3室2厅 南,海南软件园青年公寓 -老城,3室2厅 | 91.05平米 | 南 | 毛坯 | 中楼层(共25层)  | 塔楼,0人关注 / 2个月以前发布,75,"8,238元/平"
通透户型，方正合理，房间采光好，,海湾雨林 -老城,2室1厅 | 66平米 | 南 北 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 1个月以前发布,75.9,"11,500元/平"
澄迈老城 福隆丽水湾 90平两室两厅,福隆·丽水湾 -老城,2室2厅 | 90.05平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,105,"11,661元/平"
小区环境优美，视野宽阔无遮挡，通透小两房,碧海·金珠花园 -老城,2室2厅 | 91.74平米 | 南 | 毛坯 | 低楼层(共24层)  | 板塔结合,0人关注 / 2个月以前发布,110,"11,991元/平"
盈滨半岛旅游度假区鲁能海蓝福源。,鲁能海蓝福源 -老城,2室2厅 | 86.34平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 7个月以前发布,86,"9,961元/平"
老城软件园区内，闹钟取静小区。自带商圈出入方便,四季康城三期荣和新城 -老城,3室2厅 | 94平米 | 东南 | 精装 | 高楼层(共18层)  | 暂无数据,14人关注 / 7个月以前发布,104,"11,064元/平"
盈滨海岸 2室2厅 东 北,盈滨海岸 -老城,2室2厅 | 95平米 | 东 北 | 精装 | 高楼层(共15层)  | 塔楼,0人关注 / 1个月以前发布,114,"12,000元/平"
毛坯房，随时看房，满五不唯一，,香缇假日 -老城,2室2厅 | 92.47平米 | 南 | 毛坯 | 低楼层(共17层)  | 板塔结合,2人关注 / 2个月以前发布,62,"6,705元/平"
海口西  北外旁   小区内有温泉和泳池,福隆·丽水湾 -老城,2室2厅 | 85.27平米 | 北 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 4个月以前发布,82,"9,617元/平"
鲁能海蓝福源东二区东区 视野开阔 采光好 可看海景,鲁能海蓝福源 -老城,3室2厅 | 116平米 | 北 | 精装 | 中楼层(共30层)  | 板塔结合,10人关注 / 一年前发布,113,"9,742元/平"
盈滨海岸 2室2厅 西 北,盈滨海岸 -老城,2室2厅 | 85平米 | 西 北 | 精装 | 低楼层(共15层)  | 塔楼,0人关注 / 1个月以前发布,102,"12,000元/平"
此房满五年 朝南向。房子是一楼的，带了个小花园,碧桂园美浪湾 -老城,2室2厅 | 76平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据,1人关注 / 2个月以前发布,75,"9,869元/平"
海口后花园老城开发区恒大御景湾大2室2房出售,恒大御景湾 -老城,2室2厅 | 90平米 | 西北 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,108,"12,000元/平"
澄迈老城软件园隔壁融创品质社区,融创美伦熙语 -老城,2室2厅 | 75平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,1人关注 / 8个月以前发布,105,"14,000元/平"
御泉名都 2室1厅 南,御泉名都 -老城,2室1厅 | 73.39平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 10个月以前发布,69,"9,402元/平"
东汇•森语林 2室2厅 东南 西南 北,东汇•森语林 -老城,2室2厅 | 76.74平米 | 东南 西南 北 | 精装 | 中楼层(共18层)  | 塔楼,3人关注 / 8个月以前发布,70,"9,122元/平"
南海阳光三房两厅精装修没咋住过包个税,南海阳光 -老城,3室2厅 | 94.04平米 | 南 北 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 3个月以前发布,110,"11,698元/平"
福隆丽水湾2期 3室1厅 南 北,福隆丽水湾2期 -老城,3室1厅 | 110平米 | 南 北 | 简装 | 中楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,145,"13,182元/平"
